1,abdomen
2,abrigo
3,abrir
4,absoluto
5,abuelo
6,aburrido
7,aburrimiento
8,aburrirse
9,acción
10,aceleración
11,acercar
12,acierto
13,acordar
14,actitud
15,actividad
16,actividades
17,acto
18,actuación
19,actual
20,acuerdo
21,adjetivos
22,administración
23,admirar
24,adolescente
25,adulto
26,aeropuerto
27,afectar
28,afirmar
29,agarrar
30,agitado
31,agua
32,águila
33,aguja
34,aire
35,ajeno
36,alcanzar
37,alegrarse
38,alegría
39,alejado
40,alejar
41,alemán
42,alfabeto
43,alimento
44,alma
45,almacén
46,almendra
47,alto
48,amanecer
49,amar
50,amargo
51,amarillo
52,ambiente
53,ambulancia
54,amigo
55,amistad
56,amor
57,amplio
58,análisis
59,analizar
60,ancho
61,anciano
62,angosto
63,animal
64,animales
65,anochecer
66,ansioso
67,anterior
68,añadir
69,año
70,aparato
71,aparecer
72,apartamento
73,apestoso
74,apoyo
75,aprendizaje
76,apuñalar
77,araña
78,árbol
79,área
80,aritmética
81,arma
82,arrojar
83,arroz
84,arte
85,artículo
86,artístico
87,asociación
88,aspecto
89,asustado
90,asustarse
91,ataque
92,atención
93,atún
94,aumento
95,automático
96,automóvil
97,autopista
98,autor
99,autoridad
100,auxiliares
101,avance
102,avanzar
103,avena
104,avenida
105,aventura
106,avión
107,ayer
108,ayuda
109,ayudar
110,azul
111,babosa
112,bajo
113,bambú
114,barato
115,barba
116,barro
117,base
118,bebé
119,beber
120,bebida
121,beneficio
122,bicho
123,bienestar
124,bigote
125,billete
126,bisabuelo
127,bisnieto
128,blanco
129,blando
130,boca
131,boleto
132,bolsa
133,bolsillo
134,bolso
135,bomberos
136,bosque
137,botón
138,bragas
139,brazo
140,bueno
141,bus
142,búsqueda
143,caballero
144,caballo
145,cabello
146,cabeza
147,cada
148,cadera
149,calamar
150,calcetines
151,calendario
152,calidad
153,caliente
154,callar
155,calle
156,calmo
157,calor
158,caluroso
159,calzoncillo
160,cama
161,cámara
162,camarón
163,cambiar
164,cambio
165,camino
166,camisa
167,camiseta
168,campaña
169,campo
170,canción
171,cansado
172,cansancio
173,cansarse
174,cantar
175,cantidad
176,caracol
177,carácter
178,característica
179,cargo
180,carne
181,caro
182,carrera
183,carretera
184,carta
185,casa
186,caso
187,castaña
188,castaño
189,causa
190,cebada
191,celeste
192,centésimo
193,central
194,cercano
195,cerdo
196,cerebro
197,cero
198,cerro
199,chaqueta
200,chino
